id,trigger,conditions,script,text,options,notes
fusionLampWhite,DialogOptionSelected,$option == fusionLamp_white,"SetColor $core_lampGlowColor 245,250,255,255
SetColor $core_lampLightColor 245,250,255,255
FireBest FusionLampMainOptions",Merci d'utiliser le sélecteur de couleurs Fabrique Orbitale (tm) !,,
fusionLampYellow,DialogOptionSelected,$option == fusionLamp_yellow,"SetColor $core_lampGlowColor 255,225,125,255
SetColor $core_lampLightColor 255,225,125,255
FireBest FusionLampMainOptions",Merci d'utiliser le sélecteur de couleurs Fabrique Orbitale (tm) !,,
fusionLampGreen,DialogOptionSelected,$option == fusionLamp_green,"SetColor $core_lampGlowColor 100,255,100,255
SetColor $core_lampLightColor 100,255,100,255
FireBest FusionLampMainOptions",Merci d'utiliser le sélecteur de couleurs Fabrique Orbitale (tm) !,,
fusionLampGoBack,DialogOptionSelected,$option == fusionLamp_goBack,FireBest FusionLampMainOptions,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
# contact missions,,,,,,
contactDefaultGreeting,PickGreeting,MissionHubCMD hasHub,"ShowPersonVisual
FireAll PopulateOptions","""C'est bon de vous voir, capitaine."" dit $personName.
OU
""Bonjour, capitaine."" dit $personName, ""Devrions-nous discuter affaires ?""",,
contactGreetingSoldier,PickGreeting,"MissionHubCMD hasHub
$voice == soldier","ShowPersonVisual
FireAll PopulateOptions","""Voici $personName"", dit sèchement $heOrShe, ""La ligne de communication est ouverte.""
OU
""Communications ouvertes, $personName parlant. Quelle est votre requête ?""
OU
""La ligne est ouverte. Faites votre demande.""",,
contactGreetingFaithful,PickGreeting,"MissionHubCMD hasHub
$voice == faithful","ShowPersonVisual
FireAll PopulateOptions","« Les bénédictions soient sur vous », dit-il en faisant un signe de sa foi.
OU
""Les bénédictions de Ludd soient sur vous, capitaine.""
OU
""On dirait que la Providence nous a réunis une fois de plus, capitaine.""",,
contactGreetingSpacer,PickGreeting,"MissionHubCMD hasHub
$voice == spacer","ShowPersonVisual
FireAll PopulateOptions","""Oh bonjour"", dit $personName, ""Quel est le plan ?""
OU
""Des étoiles brillantes et des jets sympas, capitaine"", dit $heOrShe.",,
contactGreetingAristo,PickGreeting,"MissionHubCMD hasHub
$voice == aristo","ShowPersonVisual
FireAll PopulateOptions","""Oh, c'est le capitaine de l'espace, comme c'est délicieux"", dit $personName. ""Parler avec toi est toujours aussi coloré.""",,
contactGreetingOfficial,PickGreeting,"MissionHubCMD hasHub
$voice == official","ShowPersonVisual
FireAll PopulateOptions","""Salut encore une fois, capitaine"", dit $personName alors que $heOrShe sort un datapad, ""Laissez-moi simplement consulter mon agenda et nous pouvons continuer.""",,
contactGreetingBusiness,PickGreeting,"MissionHubCMD hasHub
$voice == business","ShowPersonVisual
FireAll PopulateOptions","""Vous êtes de retour, c'est merveilleux"", dit $personName. « Passons aux choses sérieuses, d'accord ?
OU
""De retour pour en savoir plus ? Je suis sûr que nous ferons beaucoup de génériques ensemble.""
OU
""Capitaine ! Je suis ravi de vous voir. J'ai passé en revue des opportunités passionnantes.""",,
contactGreetingScientist,PickGreeting,"MissionHubCMD hasHub
$voice == scientist","ShowPersonVisual
FireAll PopulateOptions","""Salut capitaine ! Euh, j'avais quelques notes ici, un instant"", dit $heOrShe en fouillant avec un datapad. ""Ah-ha, nous y sommes.""
OU
""Salutations!"" dit $heOrShe, puis fait une pause. ""Euh."" $HeOrShe semble vous examiner : ""Dois-je vous attendre ?""",,
contactGreetingVillain,PickGreeting,"MissionHubCMD hasHub
$voice == villain","ShowPersonVisual
FireAll PopulateOptions","""Vous êtes revenu vivant"", dit $personName. ""Bien joué.""
OU
""$playerName, ah ! De retour si tôt ? Je suis sûr que je peux te trouver une utilité.""
OU
""Je suis sûr que j'ai des opportunités pour lesquelles vous tueriez tout simplement"", dit $heOrShe, puis sourit à cette idée.",,
contactGreetingPather,PickGreeting,"MissionHubCMD hasHub
$voice == pather","ShowPersonVisual
FireAll PopulateOptions","""$playerName, il semble que le Chemin vous ait amené une fois de plus"", dit $personName.
OU
""Nos chemins se rejoignent une fois de plus, capitaine."" $HeOrShe hoche la tête avec révérence pendant un moment.",,
,,,,,,
contactOpenMHOptionText,UpdateMHOpenOptionText,,"#SetOptionText mh_open ""Inquire about available jobs""",,,
contactMHOpenText,MHOpenText,,FireBest ContactPreMissionListText,"$HeOrShe a l'air pensif, ""Donnez-moi juste un instant...""
OU
""Voyons voir ici"", $heOrShe tape sur le datapad $hisOrHer.
OU
$personName hoche la tête et vous voyez une lumière scintiller sur le visage de $hisOrHer alors que $heOrShe fait défiler le contenu d'un holodisplay.",,
contactNoMissions,ContactPreMissionListText,$mh_count <= 0,,"""Rien pour le moment, j'en ai peur.""
OU
""Tout est réglé à présent. Une autre fois peut-être ?""
OU
""Non, il n'y a rien à venir. Je devrais avoir quelque chose pour toi la prochaine fois.""",,
contactNoMissionsSuspended,ContactPreMissionListText,"$mh_count <= 0
$mHub_contactSuspended",,"""Nous n'avons pas été en contact depuis un moment ; je n'ai rien pour toi pour le moment.""
OU
""C'est un peu une surprise d'avoir de nouvelles nouvelles de toi. Je suis sûr que tu peux comprendre pourquoi je n'ai rien à offrir.""
OU
""Pour être honnête, je ne pensais pas que tu reviendrais, donc je ne t'ai réservé aucune opportunité.""",,
contactOneMission,ContactPreMissionListText,"$mh_count == 1
$mh_firstInlineBlurb != null",$mh_doNotPrintBlurbs = true 0,"""Juste cette opportunité, c'est à toi si tu la veux.""
OU
""C'est ça. Êtes-vous intéressé ?""",,
contactMultipleMissionsPre,ContactPreMissionListText,$mh_count > 1,,,,
contactMultipleMissionsPost,MHPostMissionListText,$mh_count > 1,,"""Alors, qu'en est-il ?""
OU
« Est-ce que quelque chose suscite votre intérêt ?
OU
""C'est ça. Qu'en penses-tu ?""
OU
« L'un de ces éléments vous intéresse ? »
OU
""Et c'est la liste. Faites-moi savoir ce que vous pensez pouvoir gérer.""",,
contactAddMhubCloseOption,AddMHCloseOption,,"SetShortcut mh_close ""ESCAPE""",,"1000:mh_close:""Not right now.""",
contactAddMhubCloseOptionNothing,AddMHCloseOption,$mh_count <= 0,"SetShortcut mh_close ""ESCAPE""",,"1000:mh_close:""Maybe next time.""",
contactConvEnd,DialogOptionSelected,"$option == cutCommLink
MissionHubCMD hasHub score:100","ShowDefaultVisual
EndConversation DO_NOT_FIRE
FireAll PopulateOptions",Vous avez coupé le lien de communication.,,
contactMissionAcceptGeneric,DialogOptionSelected,$option == contact_accept,"FireBest ContactPrintAcceptText
Call $mHub accept $missionId
FireBest ContactPostAccept
Call $mHub returnToList",,,
contactMissionAcceptGenericNT,DialogOptionSelected,$option == contact_acceptNoText,"Call $mHub accept $missionId
FireBest ContactPostAccept
Call $mHub returnToList",,,
contactMissionDeclineGeneric,DialogOptionSelected,$option == contact_decline,"ShowPersonVisual
FireBest ContactPrintDeclineText
Call $mHub returnToList",,,
contactMissionAcceptGenericBar,DialogOptionSelected,$option == contact_acceptBar,"FireBest ContactPrintAcceptText
BarCMD accept $missionId
FireBest ContactPostAccept
BarCMD returnFromEvent true",,,
contactMissionAcceptGenericBarNT,DialogOptionSelected,$option == contact_acceptBarNoText,"BarCMD accept $missionId
FireBest ContactPostAccept
BarCMD returnFromEvent false",,,
contactMissionDeclineGenericBar,DialogOptionSelected,$option == contact_declineBar,"FireBest ContactPrintDeclineText
BarCMD returnFromEvent true",,,
contactMissionDeclineGenericBarNC,DialogOptionSelected,$option == contact_declineBarNoContinue,BarCMD returnFromEvent false,,,
contactPrintAcceptTextGeneric,ContactPrintAcceptText,,,"""Super ! Vous ne le regretterez pas.""
OU
$HeOrShe tape $hisOrHer dans les mains, ""Excellent !""
OU
""J'aime toujours faire affaire avec toi.""
OU
$HeOrShe sourit : ""Je savais que tu dirais oui.""
OU
""Un choix judicieux"", dit $heOrShe, avec un sourire que vous supposez censé être mystérieux.
OU
""Charmant ! Je suis sûr que vous obtiendrez les résultats que j'- ah, nous espérons.""
OU
$HeOrShe hoche simplement la tête, puis dit « Bien, bien ».",,
contactPrintAcceptTextSpacer,ContactPrintAcceptText,$voice == spacer,,"""Oui, c'est une bonne affaire"", dit $heOrShe.
OU
$HeOrShe hoche la tête, ""Ça fera l'affaire.""
OU
""Vert dans tous les domaines"", dit $heOrShe.
OU
""C'est oui"", dit $heOrShe avec un signe de tête.
OU
""Bonne affaire"", dit $heOrShe.
OU
""Brûlez vivement"", dit $heOrShe.
OU
$HeOrShe a l'air content. ""Brûlez vivement, capitaine.""
OU
$HeOrShe hoche la tête. ""Tous les systèmes vont.""",,
contactPrintAcceptTextSoldier,ContactPrintAcceptText,$voice == soldier,,"À cela, $heOrShe donne un petit salut, « Capitaine ».
OU
""Alors c'est affirmatif"", dit $heOrShe.
OU
$HeOrShe hoche la tête : ""Alors l'opération est lancée.""
OU
""Alors la mission est lancée"", dit $heOrShe avec un signe de tête.
OU
""J'ai reconnu, capitaine"", dit $heOrShe avec un signe de tête. ""J'attendrai votre confirmation.""",,
contactPrintAcceptTextFaithful,ContactPrintAcceptText,$voice == faithful,,"$HeOrShe sourit : ""Les bénédictions de Ludd soient sur vous, capitaine.""
OU
""Que cet accord soit béni"", dit doucement $heOrShe.
OU
$HeOrShe sourit, puis joint $hisOrHer les mains. ""Que ce travail porte de doux fruits.""
OU
""Que nos œuvres portent le fruit de l'harmonie"", dit $heOrShe, puis baisse un instant la tête.
OU
""Ludd bénisse"", dit $heOrShe.
OU
$HeOrShe hoche la tête et dit « Bénédictions ».",,
contactPrintAcceptTextAristo,ContactPrintAcceptText,$voice == aristo,,"""Quel délicieux petit échange, capitaine.""
OU
""Merci, capitaine"", sourit $heOrShe, ""Cela fera une anecdote des plus amusantes.""
OU
""Quel plaisir ! Ça doit être ça de travailler pour gagner sa vie.""
OU
""Splendide ! Comment j'ai fait ?"" » demande $HeOrShe, semblant ne pas attendre de réponse. « C'est aussi divertissant que mon oncle l'a dit.
OU
""Oh, oui. Père approuverait, je pense.""
OU
« C'est tout à fait vrai, alors ! » $HeOrShe dit. ""Mère serait fière.""",,
contactPrintAcceptTextOfficial,ContactPrintAcceptText,$voice == official,,"""Bien. Je devrais recommencer à remplir ces formulaires.""
OU
""Résolu. Puis-je vous aider pour autre chose ?""
OU
""Alors c'est convenu et fait"", $heOrShe hoche la tête.
OU
""Bien"", dit $heOrShe, ""Toutes les parties ont confirmé.""",,
contactPrintAcceptTextBusiness,ContactPrintAcceptText,$voice == business,,"""Un échange profitable pour nous deux, capitaine"", dit $heOrShe.
OU
""Une bonne affaire"", sourit $HeOrShe, ""Fait et scellé.""
OU
""C'est toujours un plaisir de faire des affaires"", déclare $heOrShe.
OU
""Je considère que travailler avec vous est un investissement dans notre avenir à tous les deux"", dit $heOrShe en souriant.",,
contactPrintAcceptTextScientist,ContactPrintAcceptText,$voice == scientist,,"""J'applaudis votre choix intelligent, capitaine.""
OU
""Une décision des plus rationnelles.""
OU
""Vous êtes plus intelligent que vous n'en avez l'air, capitaine"", dit $heOrShe comme s'il s'agissait d'un compliment.
OU
""Je savais que tu ferais un choix logique"", dit $heOrShe.
OU
""Bien. Maintenant, je dois juste calculer..."" $personName commence à taper sur un datapad. 

$HeOrShe lève la tête : ""Oh, est-ce qu'on a fini ?""
OU
""Hah ! Je savais que tu dirais oui. Statistiquement parlant, l'assentiment était presque inévitable tôt ou tard.""",,
contactPrintAcceptTextVillain,ContactPrintAcceptText,$voice == villain,,"Un lent sourire se dessine sur le visage de $hisOrHer. ""Un accord des plus délicieux, capitaine.""
OU
""Tout le plaisir est pour moi, j'en suis sûr"", dit sombrement $heOrShe.
OU
""Bien, bien"", dit doucement $heOrShe, puis presque dans un murmure, ""Tu me seras tellement utile.""",,
contactPrintAcceptTextPather,ContactPrintAcceptText,$voice == pather,,"$HeOrShe hoche la tête avec révérence, ""Par la volonté de Ludd, allons-nous faire cela.""
OU
$HeOrShe fait un signe de supplication : ""Nous parcourons le Chemin ensemble.""",,
contactPrintDeclineTextGeneric,ContactPrintDeclineText,,,"""Eh bien, fais-moi savoir si tu changes d'avis.""
OU
$HeOrShe semble réfléchir. ""Peut-être la prochaine fois.""
OU
""Tant pis."" $HeOrShe hausse les épaules.
OU
""Bien"", dit $heOrShe, ""je suis sûr que je peux trouver une alternative.""
OU
$HeOrShe hoche la tête, les sourcils froncés, et dit ""Je comprends"".
OU
Un air de déception traverse le visage de $hisOrHer, mais $heOrShe hausse simplement les épaules.
OU
$HeOrShe a l'air pensif, ""Je vois, capitaine. Votre perte, je suppose.""
OU
""C'est une occasion manquée, capitaine, mais c'est votre décision.""",,
genericGreetingNeedTOff,PickGreeting,"$doGenericPortAuthorityCheck score:10000
$player.transponderOn
$hostileToMarket","Highlight  ""your transponder turned off""
ShowPersonVisual","Après une courte attente, votre demande de connexion est acceptée. Le $manOrWoman commence à parler, puis regarde hors de l'écran et ferme la connexion, vous laissant regarder statique.

Vous réalisez que vous devrez revenir avec votre transpondeur éteint avant de pouvoir faire affaire avec cette personne.",0:cutCommLink:Cut the comm link,
genericGreetingNeedClearance,PickGreeting,"$doGenericPortAuthorityCheck score:10000
!$hostileToMarket
$entity.tradeMode != null
$entity.tradeMode != OPEN",ShowPersonVisual,"Après une courte attente, votre demande de connexion est acceptée.

""Vous devrez régler vos problèmes avec l'autorité portuaire et obtenir l'autorisation d'accostage avant que nous puissions faire quoi que ce soit.""",0:cutCommLink:Cut the comm link,
genericGreetingNeedNoPatrols,PickGreeting,"$doGenericPortAuthorityCheck score:10000
$hostileToMarket
$entity.tradeMode != null
$entity.tradeMode == NONE",ShowPersonVisual,"Après une courte attente, votre demande de connexion est acceptée. Le $manOrWoman commence à parler, puis regarde hors de l'écran et ferme la connexion, vous laissant regarder statique.

Vous réalisez qu'il vous faudra revenir sans attirer l'attention des patrouilles avant de pouvoir faire affaire avec cette personne.",0:cutCommLink:Cut the comm link,
genericGreetingNeedNoPatrolsUW,PickGreeting,"$doGenericPortAuthorityCheck score:10000
$tag:underworld
$entity.tradeMode != null
$entity.tradeMode == NONE",ShowPersonVisual,"Après une courte attente, votre demande de connexion est acceptée. Le $manOrWoman commence à parler, puis regarde hors de l'écran et ferme la connexion, vous laissant regarder statique.

Vous réalisez qu'il vous faudra revenir sans attirer l'attention des patrouilles avant de pouvoir faire affaire avec cette personne.",0:cutCommLink:Cut the comm link,
,,,,,,
,,,,,,
# A quantity of a commodity available cheaply,,,,,,
cheapComBlurb,cheapCom_blurb,,,"""J'ai un stock important de surplus de $cheapCom_commodityName disponible à bas prix.""",,
